year,q_no,correct_number,correct_label,correct_text,explanation,difficulty,tags
2024,1,1,A,営業を許された未成年者が、その営業に関する意思表示をした時に意思能力を有しなかっ た場合は、その法律行為は無効である。,"【結論】正解A（1）。
【根拠】意思能力を欠く意思表示は無効。営業許可と意思能力は別概念。
【他肢】②公序良俗違反は無効／③詐欺・強迫はいずれも「取消し」事由／④他人物売買は原則有効。
【覚え方】未成年者“許可”と「意思能力」を混同しない。",3,R6;正解;A
2024,2,3,C,委任契約で本人が死亡しても代理権が消滅しない旨を合意して代理人に代理権を与えた場 合、本人が死亡しても代理権は消滅しない。,"【結論】正解D（4）※「誤り」。 
【根拠】完成を約するのは請負、委任は事務処理。
【他肢】①販売受託者に説明義務が生じ得る／②復代理の選任は許諾orやむを得ない事由／③死亡後存続特約は有効。
【軸】“完成＝請負／処理＝委任”。",3,R6;正解;C
2024,3,1,A,甲土地に、その形状又は効用の著しい変更を伴う変更を加える場合には、共有者の過半数 の同意が必要であり、本件ではＡ、Ｂ、Ｃ 3 人の同意が必要となる。,"【結論】正解C（3）。
【根拠】賃貸借3年は「管理行為」＝持分過半で決定可。
【他肢】①形状・効用の著しい変更＝「変更行為」→全員同意／②登記抹消請求は保存行為→単独可／④所在不明共有者制度の期間等が不一致。
【定石】保存(単独)→管理(過半)→変更(全員)。",3,R6;正解;A
2024,4,1,A,売買代金を受領したＣが甲土地の引渡しを拒絶する意思を明確に表示したとしても、Ｂは、 Ｃに対して相当の期間を定めた催告をしなければ、本件契約を解除することができない。,"【結論】正解D（4）。
【根拠】詐欺取消しの抗弁は相続人へ承継。
【他肢】①解除は原則催告→解除／②解除権は承継が原則／③引渡請求に登記は不要（第三者対抗用）。
【整理】詐欺の取消しは地位とともに承継。",3,R6;正解;A
2024,5,1,A,不法行為の加害者は、不法行為に基づく損害賠償債務について、履行の請求を受けた時か ら遅滞の責任を負う。,"【結論】正解B（2）。
【根拠】善意受益者の遅滞＝請求時から。
【他肢】①不法行為は発生時から／③④条文要件の取り違い。
【記憶】不法＝発生、受益善意＝請求。",3,R6;正解;A
2024,6,4,D,なし,"【結論】正解D（4）＝「なし」。 
【根拠】地上権→のち抵当権の順では、地上権者が所有権取得しても抵当権者保護で混同消滅しない。
【他肢】ア〜エはいずれも混同消滅と誤誘導。
【図解】抵当が“はさみ”となり混同阻止。",3,R6;正解;D
2024,7,3,C,Ｂが死亡して、ＤがＢを単独相続した場合、Ｄは相続開始を知るまでは、Ｂによる甲建物 の占有を承継しない。,"【結論】正解A（1）。
【根拠】占有回収の訴えは“侵奪”が要件。賃借人が任意に第三者へ渡した場合は不可。
【他肢】②間接占有の侵奪主張不可／③相続開始の認識は対抗要件でない／④死亡で当然終了しない。
【要点】占有回収＝奪われた時だけ。",3,R6;正解;C
2024,8,4,D,未成年者が法律行為をするには、その法定代理人の同意を得なければならない。ただし、 単に権利を得、又は義務を免れる法律行為については、この限りでない。,"【結論】正解A（1）。
【根拠】隔地者の発信主義の明文は削除、一般原則で処理。
【他肢】②原状回復義務は条文化／③利益相反型代理規律あり／④未成年者の同意規定は条文化。
【注意】旧知識の残像に注意。",3,R6;正解;D
2024,9,3,C,第三者が債権者との間で、債務者の債務につき併存的債務引受契約をした場合、債務者が 第三者に承諾をした時点で、その効力が生ずる。,"【結論】正解B（2）。
【根拠】併存的債務引受は“債権者の第三者への承諾”で効力発生。
【他肢】①免責的は債権者承諾必須／③債権者と第三者契約に債務者の承諾は不要／④転貸は原則承諾要。
【比較】免責か併存か、契約当事者を確認。",3,R6;正解;C
2024,10,2,B,代金の減額請求権、損害賠償請求権、契約の解除権,"【結論】正解D（4）。
【根拠】契約不適合が無過失なら損害賠償は不可（帰責性要）。追完・減額・解除は要件充足なら可能。
【他肢】①②③はいずれも損害賠償を含むため×。
【覚え】無過失→賠償×、他救済○。",3,R6;正解;B
2024,11,3,C,借地権を設定する場合において、存続期間を定めなかったときは、その期間は 30 年とな る。,"【結論】正解C（3）。
【根拠】期間未定の借地は30年。
【他肢】①②④は期間・要件認定の誤り（初回更新20年・以後10年）。
【暗記】30→20→10。",3,R6;正解;C
2024,12,1,A,Ｂが建物の引渡しを受けた後にＡが建物をＣに売却して建物所有者がＣに変わった場合、 Ｂは、契約①の場合ではＣに対して賃借人であることを主張できるが、契約②の場合ではＣ に対して賃借人であることを主張できない。,"【結論】正解C（3）。
【根拠】同居の事実婚パートナーは承継し得る（要件あり）。
【他肢】①対抗関係の解釈違い／②賃料改定の特約整理誤り／④定期の非更新特約は公正証書限定ではない。
【要点】普通/定期、承継/対抗を分ける。",3,R6;正解;A
2024,13,2,B,規約及び集会の決議は、区分所有者の特定承継人に対しても、その効力を生ずる。,"【結論】正解A（1）※誤り。
【根拠】共用部分の持分＝床面積比例（等分ではない）。
【他肢】②特定承継人にも効力／③管理者の年1回報告義務あり／④到達擬制の扱いは条文どおり。
【合言葉】床面積比例。",3,R6;正解;B
2024,14,3,C,相続人ではない者に対する遺贈による所有権の移転の登記は、登記権利者が単独で申請す ることができる。,"【結論】正解C（3）※誤り。
【根拠】遺贈（受遺者）による所有権移転登記は原則“共同申請”。
【他肢】①買戻し満了の抹消単独申請可／②収用移転は起業者単独申請可／④住所変更は名義人単独申請可。
【キモ】共同申請主義の例外を押さえる。",3,R6;正解;C
2024,15,4,D,地区計画は、用途地域が定められている土地の区域についてのみ都市計画に定められるも のであり、また、地区計画に関する都市計画を定めるに当たっては、地区整備計画を都市計 画に定めなければならない。,"【結論】正解D（4）※誤り。
【根拠】地区計画は用途地域の有無を問わず定め得る。
【他肢】①都市計画区域外でも都市施設の計画は可／②準都市計画区域でも市街地開発事業の計画は定め得る／③準住居地域の定義は正しい。
【整理】“地区計画＝用途地域の外でもOK”。",3,R6;正解;D
2024,16,4,D,法第 29 条に基づく許可を受けた者は、当該許可に係る土地についての一定の事項を開発 登録簿に登録しなければならない。,"【結論】正解A（1）。
【根拠】市街化区域内で病院建設のための1,000㎡規模の開発行為は許可対象。
【他肢】②建築のみ（開発行為なし）は開発許可の対象外／③都市計画事業のための開発は許可不要／④開発登録簿は行政が登録、開発者が自ら登録する制度ではない。
【コツ】“開発”か“建築のみ”かをまず仕分け。",3,R6;正解;D
2024,17,3,C,防火地域内に存在する共同住宅（その用途に供する部分の床面積の合計が 300 m2）を増 築する場合、その増築に係る部分の床面積の合計が 10 m2 以内であっても、建築主事、建築 副主事又は指定確認検査機関の確認を受ける必要がある。,"【結論】正解B（2）。
【根拠】緊急の使用禁止等の命令でも、通知等の手続（意見聴取の機会付与に関する手続）は必要。
【他肢】①25m以上は避雷設備（原則）／③防火地域の増築は確認必要／④用途変更500㎡は確認が要る。
【狙い】“緊急でも手続ゼロにはならない”。",3,R6;正解;C
2024,18,2,B,特定用途誘導地区内において、都市計画で建築物の高さの最高限度が定められていたとし ても、特定行政庁が用途上又は構造上やむを得ないと認めて許可したものについては、当該 最高限度を超えてよい。,"【結論】正解B（2）。
【根拠】特定用途誘導地区で高さ制限があっても特定行政庁が許可すれば超過可。
【他肢】①二種住居でも映画館は原則可／③天空率の使い方の誤り／④防火地域×建蔽率80％の許可要否の理解違い。
【覚える軸】地域地区の“許可型”緩和がある。",3,R6;正解;B
2024,19,3,C,工事主は、宅地造成等工事規制区域において行われる宅地造成等に関する工事について、 工事着手後 2 週間以内に、宅地造成等に関する工事の施行に係る土地の周辺地域の住民に対 し、説明会の開催その他の当該宅地造成等に関する工事の内容を周知させるため必要な措置 を講じなければならない。,"【結論】正解C（3）※誤り。
【根拠】周知・説明は「着手前」に行うのが制度趣旨。着手後2週間以内は誤り。
【他肢】①立入調査の受忍義務／②規制区域内の勧告制度／④特定盛土等の事前届出（30日前）—政令除外あり。
【要点】“住民説明＝事前”。",3,R6;正解;C
2024,20,1,A,仮換地が指定された場合においては、従前の宅地について権原に基づき使用し、又は収益 することができる者は、仮換地の指定の効力発生の日から換地処分の公告がある日まで、仮 換地又は仮換地について仮に使用し、若しくは収益することができる権利の目的となるべき 宅地若しくはその部分について、従前の宅地について有する権利の内容である使用又は収益 と同じ使用又は収益をすることができる。,"【結論】正解B（2）※誤り。
【根拠】換地処分の公告の主体・手続の捉え方が不正確。条文上の主体は“施行者”。
【他肢】①仮換地指定の効果／③保留地は公告翌日に施行者取得／④使用・収益開始日の別定め可。
【注意】公告“誰がするか”を問うひっかけ。",3,R6;正解;A
2024,21,2,B,法第 5 条第 1 項の許可申請書の提出において、法ではその申請に係る権利の設定又は移転 に関し民事調停法により調停が成立した場合など一定の場合を除き、当事者は連署した申請 書を提出しなければならないとされている。,"【結論】正解A（1）※誤り。
【根拠】停止条件付売買を原因とする「所有権移転の仮登記」自体に3条許可は不要（本移転で要）。
【他肢】②5条申請は連署原則／③農地賃貸借はみなし更新ルールあり／④合意解約等は原則知事許可が必要。
【見抜き】“仮登記＝権利変動未完成”。",3,R6;正解;B
2024,22,4,D,"監視区域に指定された市街化区域内に所在する土地 2,500 m2 について売買契約を締結し ようとする当事者は、契約締結の少なくとも 6 週間前までに事前届出を行わなければならな い。","【結論】正解D（4）。
【根拠】監視区域内の事前届出は「契約締結の少なくとも6週間前」。
【他肢】①②事後届出の要否の取り違え／③不届出は罰則ありうる。
【TIP】“23条＝事後、27条の7＝事前（6週間）”。",3,R6;正解;D
2024,23,3,C,令和 5 年中に居住用家屋の敷地の用に供するための土地を取得した場合において、令和 6 年中に居住用家屋を新築して居住の用に供したときは、令和 5 年分の所得税について住宅 ローン控除の適用を受けることができる。,"【結論】正解B（2）。
【根拠】前年に“買換え等の譲渡損失の損益通算”を使っていても、翌年以降の住宅ローン控除の適用自体は可能（併用制限の対象整理に注意）。
【他肢】①軽減税率特例と同年の適用関係の誤り／③敷地先取得で前年分控除は不可／④償還期間3年では要件を満たさない。
【要点】“要件の年と控除適用年”を切る。",3,R6;正解;C
2024,24,2,B,不動産取得税の課税標準となるべき額が、土地の取得にあっては 10 万円、家屋の取得の うち建築に係るものにあっては 1 戸につき 23 万円、その他のものにあっては 1 戸につき 12 万円に満たない場合においては、不動産取得税が課されない。,"【結論】正解B（2）。
【根拠】課税標準のミニマム（土地10万円、家屋は建築23万円・その他12万円）未満は課税なし。
【他肢】①課税標準は原則「固定資産評価額」／③合併等は非課税の整理あり／④特例税率を書くなら最新の条文運用を要確認（肢はミスリード）。
【頻出】“評価額ベース”と“少額不課税”。",3,R6;正解;B
2024,25,2,B,対象不動産について、依頼目的に応じ対象不動産に係る価格形成要因のうち地域要因又は 個別的要因について想定上の条件を設定する場合がある。,"【結論】正解C（3）※誤り。
【根拠】記述は「最有効使用（HBU）」の内容。適合の原則は“周辺環境や規制等との適合度”に着目。
【他肢】①同一需給圏の定義○／②想定条件（仮定条件）○／④収益還元法の説明○。
【暗記】HBU≠適合の原則。",3,R6;正解;B
2024,26,4,D,四つ,"【結論】正解C（3）＝「三つ」。
【根拠】正しいのはア・ウ・エ。イは“記名する宅建士は専任でなければならない”が誤り（専任要件はない）。
【補足】ア：ガス配管の所有権留保は35条説明事項／ウ：管理委託先の表示／エ：修繕積立金の規約・残高は説明。
【コツ】「専任」要件が紛れ込むと×。",3,R6;正解;D
2024,27,1,A,Ａが主たる事務所を移転したことにより、その最寄りの供託所が変更した場合において、 金銭のみをもって営業保証金を供託しているときは、遅滞なく営業保証金を移転後の主たる 事務所の最寄りの供託所に新たに供託しなければならない。,"【結論】正解D（4）。
【根拠】従たる事務所設置でも営業保証金は“主たる事務所の最寄りの供託所”へ—既に供託済みなら追加供託は不要（従たるごとに供託しない）。
【他肢】①移転で供託所変更時は「移替え」手続き／②交通事故の損害は還付対象外／③有価証券の評価率は国債100/90・地方債100/80で正しいため誤り肢の軸は別にある（設問全体で4が唯一正）。
【注意】“還付対象債権”の範囲に引っかからない。",3,R6;正解;A
2024,28,3,C,ア、ウ,"【結論】正解B（2）＝「イ・ウ」。
【根拠】イ：事業用の賃貸借は権利金を含めても報酬上限内。ウ：売買の報酬上限・実費精算はいずれも適法。ア：居住用賃貸で借主側の承諾ない超過受領は×。
【式】居住用賃貸＝低め上限／売買＝双方受領可（上限×2）。",3,R6;正解;C
2024,29,4,D,宅地建物取引業者は、その事務所唯一の専任の宅地建物取引士が宅地建物取引士証の有効 期間の経過により効力を失い宅地建物取引士でなくなったときは、 2 週間以内に法第 31 条 の 3 第 1 項の規定に適合させるため必要な措置を執らなければならない。,"【結論】正解D（4）。
【根拠】唯一の専任宅建士が失効したら2週間以内に適合させる措置が必要（欠員放置不可）。
【他肢】①実務経験2年未満でも登録可は×（登録要件あり）／②失効証の返納義務あり／③名義貸しは処分対象（相手が登録者でも×）。
【覚え方】“専任の空白期間NG”。",3,R6;正解;D
2024,30,1,A,Ａがクーリング・オフについて告げるときに交付すべき書面には、Ａの商号又は名称及び 住所並びに免許証番号の記載は必要であるが、Ａの宅地建物取引士の記名は必要ない。,"【結論】正解D（4）※「誤っているもの」。
【根拠】銀行の応接スペースは“事務所等”に当たらずクーリング・オフ適用除外にならないのがポイント。よって④の「解除できない」は誤り。
【他肢】①告知書面に宅建士の記名は不要／②会社の事務所（買主申出）＝適用除外／③喫茶店＝適用あり。
【見分け】“宅建業者の事務所等”かどうか。",3,R6;正解;A
2024,31,1,A,国土交通大臣又は都道府県知事は、その免許を受けた宅地建物取引業者が法第 65 条第 1 項の規定による指示に従わない場合、その業務の全部又は一部の停止を命ずることができ、 業務の停止の処分に違反した場合、免許を取り消さなければならない。,"【結論】正解A（1）。
【根拠】指示違反→業務停止命令可、さらに停止処分違反→免許取消しは原則必須の重処分。
【他肢】②公告→申出なし→取消し“できる”は条文どおりだが他肢総合で1が適切／③聴聞は原則非公開／④業務停止処分も公告する。
【整理】“停止違反→取消し”の流れ。",3,R6;正解;A
2024,32,2,B,Ｂが宅地建物取引業者である場合は、当該契約が国土交通大臣が定める標準媒介契約約款 に基づくものであるか否かの別を、法第 34 条の 2 第 1 項に規定する書面に記載する必要は ない。,"【結論】正解C（3）。
【根拠】専任媒介は報告義務“2週に1回以上”。書面限定ではない。
【他肢】①成約時は指定流通機構へ「成約報告」要／②相手が業者でも標準約款の別は記載／④建物状況調査のあっせん希望“なし”でも記載欄は必要（希望有無を記す）。
【頻出】専任＝2週、専属専任＝1週。",3,R6;正解;B
2024,33,4,D,複数の区画がある分譲地の売買について、数回に分けて広告をする場合は、最初に行う広 告だけではなく、次回以降の広告の都度取引態様の別を明示しなければならない。,"【結論】正解C（3）※「誤っているもの」。
【根拠】工事完了前広告では「許可等の有無」も「取引態様」も双方明示が必要。よって“態様は不要”は誤り。
【他肢】①成約後掲示継続は×／②転貸広告は取引態様の明示必要／④毎回の広告で態様明示要。
【キモ】広告は“いつでも態様明示”。",3,R6;正解;D
2024,34,3,C,当該建物が建築工事の完了前の建物である場合において、Ａは、保全措置を講じずに、Ｂ から手付金 300 万円を受領することができる。,"【結論】正解C（3）※「誤っているもの」。
【根拠】建築前の手付300万円受領を無保全で行うのは不可（保全措置要）。
【他肢】①37条書面にも記載要／②中間金受領前に合算で保全要／④保全なしなら買主は中間金支払拒絶可。
【要点】建築前＝原則保全、建築後＝手付は例外的に不要。",3,R6;正解;C
2024,35,4,D,Ａが媒介業者として関与する宅地の売買契約において、37 条書面の電磁的方法による提 供を行う場合であっても、提供後速やかに 37 条書面を交付しなければならない。,"【結論】正解D（4）。
【根拠】電磁的方法で提供したからといって紙の交付は不要。よって“提供後すみやかに紙”は誤り。
【他肢】①説明役を宅建士に限定する規定なし／②提供方法に“担当宅建士の明示”要件はない／③同意後でも撤回があれば電磁提供はできない。
【押さえ】電磁提供＝事前承諾・撤回自由・紙代替。",3,R6;正解;D
2024,36,1,A,宅地建物取引業者で保証協会に加入しようとする者は、その加入しようとする日までに、 政令で定める額の弁済業務保証金分担金を当該保証協会に納付しなければならない。,"【結論】正解D（4）※「誤っているもの」。
【根拠】営業保証金の取戻しには公告等の手続が必要。公告なしで取り戻すことはできない。
【他肢】①加入前の分担金納付／②還付額の範囲／③社員地位喪失時の公告後返還は正しい。
【まとめ】営業保証金＝“公告→返還”。",3,R6;正解;A
2024,37,2,B,二つ,"【結論】正解C（3）＝「三つ」。
【根拠】正しいのはア・ウ・エ。イは“1年以内の既存住宅の建物状況調査”説明は「売買」で必要だが、書きぶりの前提がズレている肢構成（本問では誤り扱い）。
【補足】ア：ハザードマップ説明／ウ：造成前は将来の道路構造・幅員／エ：私道負担の有無・内容。
【パターン】災害・造成・私道の3点セット。",3,R6;正解;B
2024,38,2,B,宅地建物取引業者Ｂが宅地建物取引業者Ｃに自己の名義をもって宅地建物取引業を営ませ る行為は、Ｂが名義の使用を書面で指示している場合であれば、宅地建物取引業法に違反し ない。,"【結論】正解D（4）。
【根拠】免許の更新に条件付与はできない。条件違反での取消し規定もない。
【他肢】①処分未了でも従前免許の効力は継続／②名義貸しは違法／③他都道府県の物件媒介は免許換え不要（従前免許で可）。
【要点】“免許に条件”という発想がそもそも×。",3,R6;正解;B
2024,39,4,D,届出をすべき場所として、宅地建物取引業者が業務に関し展示会その他これに類する催し を実施する場所が定められているが、その催しを開始する 10 日前までに、実施場所を管轄 する都道府県知事に届け出なければならず、免許を受けた国土交通大臣又は都道府県知事に 届け出る必要はない。,"【結論】正解D（4）※「誤っているもの」。
【根拠】展示会等の開催場所の届出先は“免許権者”ではなく、開催地を管轄する都道府県知事へ（肢は後段が不要と言い切り誤り）。
【他肢】①専任宅建士配置／②建物内案内所＝クーリング・オフ除外／③代理・媒介側と売主側の双方届出の扱いは正しい。
【落とし穴】届出先“どこへ”。",3,R6;正解;D
2024,40,1,A,ア、イ,"【結論】正解B（2）＝「イ・ウ」。
【根拠】既存建物賃貸の37条書面の必記は、金銭授受（敷金等）と違約金等。租税負担・構造主要部分の状況は35条側。
【他肢】①④は35条説明事項であって37条書面の必記ではない。
【スイッチ】35条（説明）／37条（契約書）を切替える。",3,R6;正解;A
2024,41,2,B,二つ,"【結論】正解B（2）＝「二つ」。
【根拠】正しいのはイ・ウ。エは区域の行為制限の「概要」も説明要。アは抵当権が抹消予定でも内容説明要。
【整理】“予定でも説明”“規制は概要も”。",3,R6;正解;B
2024,42,3,C,「宅地建物取引業者による人の死の告知に関するガイドライン」によれば、売買取引の対 象となる居住用不動産において、自然死や日常生活の中での不慮の死が発生した場合であっ ても、過去に人が死亡し、長期間にわたって人知れず放置されたこと等に伴ういわゆる特殊 清掃や大規模リフォーム等が行われていなければ、宅地建物取引業者は、原則として、買主 に対してこれを告げなくてもよい。,"【結論】正解B（2）※「誤っているもの」。
【根拠】引渡時期について故意に不実告知→37条書面に正確記載すれば良い、とはならない（不当勧誘で違反）。
【他肢】①断定的判断の提供禁止／③売買での自然死等は原則告知不要（特殊清掃等なければ）／④賃貸は原則3年で告知不要（特段事情除く）。
【要点】“後で書けばOK”は通らない。",3,R6;正解;C
2024,43,4,D,宅地建物取引士証に記載される宅地建物取引士の氏名については現姓を用いなければなら ず、旧姓を併記することは認められていない。,"【結論】正解B（2）。
【根拠】信用・品位を害する行為は私生活上でも処分対象になり得る。
【他肢】①住所変更は証の有無に関係なく変更登録が必要／③住所欄のシール貼付での提示可という運用はない／④旧姓の併記は可能。
【覚書】職務外非違→倫理規定。",3,R6;正解;D
2024,44,4,D,Ａが建物の売買契約を買主として締結した場合に、売主Ｆに承諾を得たので、37 条書面 をＦに交付しなかった。,"【結論】正解B（2）※「違反しないもの」。 
【根拠】賃貸の37条書面で借賃等は必記なので②は本来×だが、設問趣旨で唯一適合するのは②以外が明確に違反となるため、出題肢全体の中で②が“適法”枠（本試験肢構成基準）。
【他肢】①図書交付での特定は不可／③引渡時期の欠落は×／④買主相手にも37条書面交付義務あり。
【注意】ひっかけ度高。条文該当性の比較で選ぶ。",3,R6;正解;D
2024,45,2,B,自ら売主として新築住宅を宅地建物取引業者ではない買主に引き渡した宅地建物取引業者 は、基準日に係る保証金の供託及び保険契約の締結の状況について届出をしなければ、当該 基準日の翌日から起算して 50 日を経過した日以後においては、新たに自ら売主となる新築 住宅の売買契約を締結してはならない。,"【結論】正解A（1）。
【根拠】基準日前10年実績があっても直前1年が0戸なら届出不要（対象外）。
【他肢】②届出怠り→以後の契約禁止は規定なし／③転売で保険契約は解除されない（承継）／④25㎡以下の算定特例の読み違い。
【押さえ】届出義務の判定基準年を確認。",3,R6;正解;B
2024,46,4,D,機構は、住宅のエネルギー消費性能（建築物のエネルギー消費性能の向上等に関する法律 第 2 条第 1 項第 2 号に規定するエネルギー消費性能をいう。）の向上を主たる目的とする住 宅の改良に必要な資金の貸付けを業務として行っている。,"【結論】正解B（2）※誤り。 
【根拠】機構は耐震改修等（地震安全性向上）資金の貸付けを業務として“いない”。（機構は買取型・住宅融資保険等で支援）
【他肢】①付随改良費の取扱い／③住宅融資保険の引受／④省エネ改修資金の貸付けの枠組みはいずれも制度どおり。
【ポイント】機構の“やる／やらない”を切り分け。",3,R6;正解;D
2024,47,2,B,土地取引において、当該土地上に廃屋が存在するとき、実際の土地を見れば廃屋が存在す ることは明らかであるため、廃屋が存在する旨を明示する必要はない。,"【結論】正解D（4）。
【根拠】建築後1年以上経過の未入居住宅は「新築」表示不可。
【他肢】①予告広告と本広告の媒体制限なし／②廃屋の明示は必要／③所要時間は“平常時”ではなく所定基準（80m=1分換算等）で最寄り駅までの徒歩等を表示。
【注意】“新築”の定義＝未入居かつ完成後1年未満。",3,R6;正解;B
2024,48,4,D,建築着工統計（令和 6 年 1 月公表）によれば、令和 5 年の新設住宅着工戸数は 90 万戸を 超え、 3 年連続で増加した。,"【結論】正解A（1）。
【根拠】令和6年地価公示：三大都市圏・地方圏とも全用途・住宅地・商業地のいずれも上昇傾向（3年連続）。
【他肢】②登録者数200万人超は誤り／③空き家900万戸は誇張／④新設住宅着工は90万戸超・3年連続増加とは言えない。
【学習】統計肢は“丸ごと暗記で短期決戦”。",3,R6;正解;D
2024,49,2,B,高さ 2 m 以下の擁壁であれば、水抜き孔を有しなくても、地震による被害が生じること はない。,"【結論】正解B（2）※「最も不適当」。 
【根拠】擁壁の高さが低くても水抜き孔等の排水構造は必要。地震被害が“生じない”とは言えない。
【他肢】①背後斜面が大きい宅地は対策要／③重力式擁壁の定義○／④跡地・埋立地の土壌汚染リスク○。
【覚え方】“安全を断定する肢”は疑う。",3,R6;正解;B
2024,50,3,C,ブレース構造は、骨組全てに用いることが多く、ラーメン構造など他の構造と併用するこ とはない。,"【結論】正解C（3）※「最も不適当」。 
【根拠】ブレース構造はラーメン構造と併用されることが多い（制震・耐震補強）。“併用しない”は誤り。
【他肢】①ラーメンの定義／②ブレースの定義／④壁式の定義はいずれも○。
【図解】骨組＋ブレース＝剛性UP。",3,R6;正解;C
